Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
Gladiator EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45815,5250.0,24.0,0.0,0.0,27.7421,0.0,0.0,0.0,21.6809,27.6,39.4,0.0,60000.0,8259982.826415689,9828182.82641569,63331115.95806602,73159298.7844817
Gladiator Rubic EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45816,5250.0,24.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,27.6,39.4,0.0,60000.0,8259982.826415689,9828182.82641569,65193415.637860075,75021598.46427576
Gladiator 4WD,Jeep,2023,ICE,6.0,3.6,Automatic 8-spd,45817,5250.0,19.0,0.0,0.0,21.9805,0.0,0.0,0.0,17.2268,21.5,30.6,0.0,60000.0,8259982.826415689,9828182.82641569,79843417.79421596,89671600.62063165
Gladiator 4WD,Jeep,2023,ICE,6.0,3.6,Manual 6-spd,45818,5250.0,19.0,0.0,0.0,22.5804,0.0,0.0,0.0,16.4046,20.4,31.5,0.0,60000.0,8259982.826415689,9828182.82641569,80004888.57039112,89833071.3968068
Silverado Cab Chassis 4WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45819,5635.775862068966,16.0,0.0,0.0,17.3799,0.0,0.0,0.0,14.6224,19.1,26.2766,0.0,60000.0,8866935.587470045,10435135.587470045,98159585.22897139,108594720.81644143
Silverado Cab Chassis 2WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45820,5635.775862068966,16.0,0.0,0.0,17.8501,0.0,0.0,0.0,14.8416,19.3789,27.0577,0.0,60000.0,8866935.587470045,10435135.587470045,96033801.57035449,106468937.15782453
Sierra Cab Chassis 4WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45821,5782.738095238095,16.0,0.0,0.0,17.3799,0.0,0.0,0.0,14.6224,19.1,26.2766,0.0,60000.0,9098155.686919324,10666355.686919324,98159585.22897139,108825940.91589072
Sierra Cab Chassis 2WD,GMC,2023,ICE,8.0,5.3,Automatic 10-spd,45822,5782.738095238095,16.0,0.0,0.0,17.8501,0.0,0.0,0.0,14.8416,19.3789,27.0577,0.0,60000.0,9098155.686919324,10666355.686919324,96033801.57035449,106700157.25727382
Equinox FWD,Chevrolet,2023,ICE,4.0,1.5,Automatic 6-spd,45823,3750.0,28.0,0.0,0.0,31.0,0.0,0.0,0.0,26.4446,34.4,47.6,0.0,60000.0,5899987.733154065,7468187.733154065,54721802.05436462,62189989.78751869
Terrain FWD,GMC,2023,ICE,4.0,1.5,Automatic 9-spd,45824,3875.0,26.0,0.0,0.0,29.0,0.0,0.0,0.0,24.3683,31.4,42.3,0.0,60000.0,6096653.990925865,7664853.990925865,58857764.79817475,66522618.78910061
Rogue FWD,Nissan,2023,ICE,3.0,1.5,Automatic (AV-S8),45825,3854.1666666666665,33.0,0.0,0.0,37.0,0.0,0.0,0.0,30.1206,39.8538,56.1807,0.0,60000.0,6063876.281297232,7632076.281297232,46725677.91608549,54357754.19738272
Rogue FWD SL/Platinum,Nissan,2023,ICE,3.0,1.5,Automatic (AV-S8),45826,3854.1666666666665,32.0,0.0,0.0,36.0,0.0,0.0,0.0,29.4867,38.9,54.70000000000001,0.0,60000.0,6063876.281297232,7632076.281297232,47905872.00737609,55537948.28867332
Equinox AWD,Chevrolet,2023,ICE,4.0,1.5,Automatic 6-spd,45827,3750.0,26.0,0.0,0.0,29.7811,0.0,0.0,0.0,23.8782,30.7,42.6,0.0,60000.0,5899987.733154065,7468187.733154065,58404128.03119802,65872315.76435208
Terrain AWD,GMC,2023,ICE,4.0,1.5,Automatic 9-spd,45828,3875.0,26.0,0.0,0.0,28.3581,0.0,0.0,0.0,23.7306,30.4899,40.3619,0.0,60000.0,6096653.990925865,7664853.990925865,60291390.62766107,67956244.61858694
CX-5 4WD,Mazda,2023,ICE,4.0,2.5,Automatic (S6),45829,4083.3333333333335,26.0,0.0,0.0,29.7683,0.0,0.0,0.0,23.9338,30.7793,42.5798,0.0,60000.0,6424431.087212204,7992631.087212204,58365439.79014673,66358070.877358936
Rogue AWD,Nissan,2023,ICE,3.0,1.5,Automatic (AV-S8),45831,3854.1666666666665,31.0,0.0,0.0,35.0,0.0,0.0,0.0,28.0,39.507,54.224700000000006,0.0,60000.0,6063876.281297232,7632076.281297232,49739403.45368916,57371479.73498639
Rogue AWD SL/Platinum,Nissan,2023,ICE,3.0,1.5,Automatic (AV-S8),45832,3854.1666666666665,31.0,0.0,0.0,34.0,0.0,0.0,0.0,28.0,38.1,52.5,0.0,60000.0,6063876.281297232,7632076.281297232,50613418.53035144,58245494.81164867
Pathfinder 4WD Rock Creek,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45833,4900.0,21.0,0.0,0.0,23.4195,0.0,0.0,0.0,19.7311,24.9,35.2,0.0,60000.0,7709317.304654644,9277517.304654645,72804245.64286672,82081762.94752136
Macan,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45834,4750.0,21.0,0.0,0.0,25.282300000000003,0.0,0.0,0.0,19.0,24.9676,35.6,0.0,60000.0,7473317.795328483,9041517.795328483,70549156.28918205,79590674.08451054
Macan S,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S7),45835,4750.0,19.0,0.0,0.0,23.243800000000004,0.0,0.0,0.0,17.0,22.3929,32.4997,0.0,60000.0,7473317.795328483,9041517.795328483,77527308.53196788,86568826.32729636
Macan T,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45836,4750.0,21.0,0.0,0.0,24.6279,0.0,0.0,0.0,19.2091,24.185099999999995,34.6,0.0,60000.0,7473317.795328483,9041517.795328483,71394320.90219492,80435838.6975234
Macan GTS,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S7),45837,4750.0,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.483,21.8444,32.2,0.0,60000.0,7473317.795328483,9041517.795328483,79339521.76928836,88381039.56461684
Forester AWD,Subaru,2023,ICE,4.0,2.5,Automatic (AV-S7),45838,3916.666666666667,29.0,0.0,0.0,32.6058,0.0,0.0,0.0,26.057,33.8355,47.1098,0.0,60000.0,6162209.4101831345,7730409.4101831345,53414091.71768011,61144501.12786324
Forester Wilderness AWD,Subaru,2023,ICE,4.0,2.5,Automatic (AV-S8),45839,3916.666666666667,26.0,0.0,0.0,28.3824,0.0,0.0,0.0,24.7171,31.9,40.4,0.0,60000.0,6162209.4101831345,7730409.4101831345,59260057.27374933,66990466.68393246
QX60 FWD,Infiniti,2023,ICE,6.0,3.5,Automatic (S9),45840,4875.0,23.0,0.0,0.0,26.1302,0.0,0.0,0.0,20.9043,26.519,39.52,0.0,60000.0,7669984.053100284,9238184.053100284,66623083.96077219,75861268.01387247
Wagoneer 2WD,Jeep,2023,HEV,8.0,5.7,Automatic 8-spd,45841,6250.0,18.0,0.0,0.0,21.9137,0.0,0.0,0.0,16.1793,20.1,30.5,0.0,60000.0,8771689.947613496,10339889.947613496,81941859.6591773,92281749.6067908
4Runner 2WD,Toyota,2023,ICE,6.0,4.0,Automatic (S5),45842,4875.0,17.0,0.0,0.0,18.9536,0.0,0.0,0.0,16.4046,20.4,28.7,0.0,60000.0,7669984.053100284,9238184.053100284,88967262.04683107,98205446.09993136
QX60 AWD,Infiniti,2023,ICE,6.0,3.5,Automatic (S9),45843,4875.0,22.0,0.0,0.0,25.3286,0.0,0.0,0.0,19.76,24.9397,36.5572,0.0,60000.0,7669984.053100284,9238184.053100284,69413255.9952293,78651440.04832959
Wagoneer 4WD,Jeep,2023,HEV,8.0,5.7,Automatic 8-spd,45847,6250.0,17.0,0.0,0.0,20.0305,0.0,0.0,0.0,15.1221,18.7,27.7,0.0,60000.0,8771689.947613496,10339889.947613496,88891532.35490178,99231422.30251527
GX 460,Lexus,2023,ICE,8.0,4.6,Automatic (S6),45852,5500.0,16.0,0.0,0.0,19.0798,0.0,0.0,0.0,14.5136,17.9,26.3,0.0,60000.0,8653315.341959294,10221515.341959292,93051340.3516356,103272855.6935949
Ascent,Subaru,2023,ICE,4.0,2.4,Automatic (AV-S8),45854,4875.0,22.0,0.0,0.0,25.7386,0.0,0.0,0.0,19.8767,25.1,36.3,0.0,60000.0,7669984.053100284,9238184.053100284,68577874.86940356,77816058.92250384
Ascent Limited/Touring/Onyx AWD,Subaru,2023,ICE,4.0,2.4,Automatic (AV-S8),45855,4875.0,21.0,0.0,0.0,24.8246,0.0,0.0,0.0,18.8536,23.7,34.9,0.0,60000.0,7669984.053100284,9238184.053100284,71561344.5871626,80799528.64026289
4Runner 4WD,Toyota,2023,ICE,6.0,4.0,Automatic (S5),45856,4875.0,17.0,0.0,0.0,18.9368,0.0,0.0,0.0,15.8705,19.6898,28.059,0.0,60000.0,7669984.053100284,9238184.053100284,90231996.24764301,99470180.3007433
718 GT4 RS,Porsche,2023,ICE,6.0,4.0,Automatic (AM-S7),45858,3625.0,16.0,0.0,0.0,18.8752,0.0,0.0,0.0,14.666000000000002,18.1,26.0,0.0,60000.0,5703321.475382263,7271521.475382263,93292173.75122635,100563695.22660862
Continental GT Convertible,Bentley,2023,ICE,8.0,4.0,Automatic (AM-S8),45859,5781.25,18.0,0.0,0.0,22.4184,0.0,0.0,0.0,14.8463,18.3,29.2,0.0,60000.0,9095814.42194585,10664014.42194585,83330900.52551278,93994914.94745864
Continental GT,Bentley,2023,ICE,8.0,4.0,Automatic (AM-S8),45860,5781.25,18.0,0.0,0.0,22.591,0.0,0.0,0.0,15.4062,18.7,30.3,0.0,60000.0,9095814.42194585,10664014.42194585,81837643.04281881,92501657.46476467
ES 250 AWD,Lexus,2023,ICE,4.0,2.5,Automatic (S8),45861,4000.0,28.0,0.0,0.0,34.4479,0.0,0.0,0.0,24.9954,32.3,50.1,0.0,60000.0,6293320.248697667,7861520.248697667,52466899.76825076,60328420.01694843
ES 300h,Lexus,2023,HEV,4.0,2.5,Automatic (AV-S6),45862,4000.0,44.0,0.0,0.0,44.3348,0.0,0.0,0.0,43.0,59.72,60.732400000000005,0.0,60000.0,5613881.5664726375,7182081.5664726375,36223417.22050553,43405498.78697816
S8,Audi,2023,HEV,8.0,4.0,Automatic (S8),45863,5500.0,18.0,0.0,0.0,22.8587,0.0,0.0,0.0,14.7911,19.3,32.1972,0.0,60000.0,7719087.153899877,9287287.153899876,82389064.44050118,91676351.59440106
Tacoma 2WD,Toyota,2023,ICE,6.0,3.5,Automatic (S6),45864,4625.0,21.0,0.0,0.0,23.6408,0.0,0.0,0.0,18.7066,23.5,33.1,0.0,60000.0,7276651.53755668,8844851.53755668,73957501.28032096,82802352.81787764
Tacoma 2WD,Toyota,2023,ICE,4.0,2.7,Automatic (S6),45865,4625.0,21.0,0.0,0.0,23.3764,0.0,0.0,0.0,19.5124,24.600000000000005,32.7,0.0,60000.0,7276651.53755668,8844851.53755668,73215144.00857766,82059995.54613434
Tacoma 4WD,Toyota,2023,ICE,6.0,3.5,Automatic (S6),45866,4625.0,20.0,0.0,0.0,22.4184,0.0,0.0,0.0,18.1217,22.7063,31.2566,0.0,60000.0,7276651.53755668,8844851.53755668,77335069.24739875,86179920.78495543
Tacoma 4WD,Toyota,2023,ICE,6.0,3.5,Manual 6-spd,45867,4625.0,18.0,0.0,0.0,20.571,0.0,0.0,0.0,17.0777,21.3,28.5,0.0,60000.0,7276651.53755668,8844851.53755668,83383270.13268845,92228121.67024513
Tacoma 4WD D-CAB MT TRD-ORP/PRO,Toyota,2023,ICE,6.0,3.5,Manual 6-spd,45868,4625.0,18.0,0.0,0.0,20.066,0.0,0.0,0.0,17.0973,21.3263,27.7525,0.0,60000.0,7276651.53755668,8844851.53755668,84580502.43765578,93425353.97521245
Tacoma 4WD,Toyota,2023,ICE,4.0,2.7,Automatic (S6),45869,4625.0,20.0,0.0,0.0,22.2474,0.0,0.0,0.0,18.5595,23.3,31.0,0.0,60000.0,7276651.53755668,8844851.53755668,76948315.86307357,85793167.40063025
Frontier 2WD,Nissan,2023,ICE,6.0,3.8,Automatic (S9),45870,5031.25,20.0,0.0,0.0,24.2839,0.0,0.0,0.0,18.3385,23.0,34.0761,0.0,60000.0,7915816.875315035,9484016.875315035,73313844.06207378,82797860.93738882
Tundra 2WD,Toyota,2023,ICE,6.0,3.4,Automatic (S10),45871,6133.333333333333,20.0,0.0,0.0,23.6324,0.0,0.0,0.0,18.0379,22.593,33.0873,0.0,60000.0,9649757.714669758,11217957.714669758,75027675.98671553,86245633.70138529
Frontier 4WD,Nissan,2023,ICE,6.0,3.8,Automatic (S9),45874,5031.25,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,22.2495,31.7644,0.0,60000.0,7915816.875315035,9484016.875315035,80212658.22784811,89696675.10316315
Frontier 4WD PRO4X,Nissan,2023,ICE,6.0,3.8,Automatic (S9),45875,5031.25,19.0,0.0,0.0,21.9137,0.0,0.0,0.0,16.9285,21.1,30.5,0.0,60000.0,7915816.875315035,9484016.875315035,80537417.71884196,90021434.594157
Tundra 4WD,Toyota,2023,ICE,6.0,3.4,Automatic (S10),45876,6133.333333333333,19.0,0.0,0.0,22.5804,0.0,0.0,0.0,17.3012,21.600000000000005,31.5,0.0,60000.0,9649757.714669758,11217957.714669758,78407266.40652993,89625224.1211997
Tundra 4WD PRO,Toyota,2023,HEV,6.0,3.4,Automatic (S10),45879,6133.333333333333,19.0,0.0,0.0,20.301,0.0,0.0,0.0,18.2647,22.899999999999995,28.100000000000005,0.0,60000.0,8607951.735258045,10176151.735258043,81724393.99907093,91900545.73432897
QX50,Infiniti,2023,ICE,4.0,2.0,Automatic (AV-S8),45880,4312.5,26.0,0.0,0.0,29.0,0.0,0.0,0.0,23.0,31.3,44.0,0.0,60000.0,6784985.893127174,8353185.893127174,60235741.44486692,68588927.3379941
Outlander 2WD,Mitsubishi,2023,ICE,4.0,2.5,Automatic (AV-S8),45881,4071.428571428572,27.0,0.0,0.0,31.3373,0.0,0.0,0.0,24.0,31.609,45.0734,0.0,60000.0,6405700.967424413,7973900.967424413,56506898.48215736,64480799.44958177
Pathfinder 2WD,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45882,4900.0,23.0,0.0,0.0,26.5032,0.0,0.0,0.0,20.3388,25.7366,38.7038,0.0,60000.0,7709317.304654644,9277517.304654645,66761570.75538093,76039088.06003557
Tiguan,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45883,4250.0,26.0,0.0,0.0,30.034,0.0,0.0,0.0,23.2447,29.8,43.0,0.0,60000.0,6686652.7642412735,8254852.7642412735,58720147.641770035,66975000.406011306
Tiguan S,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45884,4250.0,27.0,0.0,0.0,31.2288,0.0,0.0,0.0,24.1585,31.1,44.9,0.0,60000.0,6686652.7642412735,8254852.7642412735,56483427.11286505,64738279.877106324
QX50 AWD,Infiniti,2023,ICE,4.0,2.0,Automatic (AV-S8),45885,4312.5,25.0,0.0,0.0,28.0,0.0,0.0,0.0,22.0,29.779,41.952,0.0,60000.0,6784985.893127174,8353185.893127174,62616600.79051382,70969786.683641
Outlander 4WD,Mitsubishi,2023,ICE,4.0,2.5,Automatic (AV-S8),45886,4071.428571428572,26.0,0.0,0.0,30.0,0.0,0.0,0.0,24.4501,31.517,44.0897,0.0,60000.0,6405700.967424413,7973900.967424413,57601941.92937417,65575842.89679859
Pathfinder 4WD,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45887,4900.0,23.0,0.0,0.0,27.235499999999995,0.0,0.0,0.0,21.0347,26.7,40.5,0.0,60000.0,7709317.304654644,9277517.304654645,64806337.783297606,74083855.08795226
Pathfinder 4WD SL/Platinum,Nissan,2023,ICE,6.0,3.5,Automatic (S9),45888,4900.0,22.0,0.0,0.0,25.4941,0.0,0.0,0.0,20.2694,25.6408,39.2212,0.0,60000.0,7709317.304654644,9277517.304654645,68452708.23966743,77730225.54432207
Durango RWD,Dodge,2023,ICE,8.0,5.7,Automatic 8-spd,45889,5500.0,17.0,0.0,0.0,22.3141,0.0,0.0,0.0,14.1316,17.4,31.1,0.0,60000.0,8653315.341959294,10221515.341959292,85025876.21548441,95247391.55744371
Durango AWD,Dodge,2023,ICE,6.0,3.6,Automatic 8-spd,45890,5500.0,21.0,0.0,0.0,25.1517,0.0,0.0,0.0,18.0,23.4,35.4,0.0,60000.0,8653315.341959294,10221515.341959292,72227628.73211604,82449144.07407534
Durango AWD,Dodge,2023,ICE,8.0,5.7,Automatic 8-spd,45891,5500.0,17.0,0.0,0.0,21.6461,0.0,0.0,0.0,14.0551,17.3,30.1,0.0,60000.0,8653315.341959294,10221515.341959292,86899998.08010355,97121513.42206284
Continental GT Convertible Speed,Bentley,2023,ICE,12.0,6.0,Automatic (AM-S8),45897,5781.25,14.0,0.0,0.0,18.2215,0.0,0.0,0.0,11.5951,14.1,25.0,0.0,60000.0,9095814.42194585,10664014.42194585,103952723.23063172,114616737.65257758
Continental GT Speed,Bentley,2023,ICE,12.0,6.0,Automatic (AM-S8),45898,5781.25,15.0,0.0,0.0,19.6256,0.0,0.0,0.0,11.9795,14.3,26.1,0.0,60000.0,9095814.42194585,10664014.42194585,97881630.6973402,108545645.11928606
Corolla Hatchback,Toyota,2023,ICE,4.0,2.0,Automatic (AV-S10),45899,3442.1428571428573,35.0,0.0,0.0,40.8556,0.0,0.0,0.0,31.7383,42.3137,60.8162,0.0,60000.0,5415626.835441798,6983826.835441798,43104181.271557026,50088008.10699882
Corolla Hatchback XSE,Toyota,2023,ICE,4.0,2.0,Automatic (AV-S10),45900,3442.1428571428573,33.0,0.0,0.0,38.3105,0.0,0.0,0.0,29.8859,39.5,56.5,0.0,60000.0,5415626.835441798,6983826.835441798,45892994.177482076,52876821.012923874
Malibu,Chevrolet,2023,ICE,4.0,1.5,Automatic (variable gear ratios),45903,3458.333333333333,30.0,0.0,0.0,34.5748,0.0,0.0,0.0,27.4569,35.8834,50.3074,0.0,60000.0,5441099.798353192,7009299.798353192,50497669.160577446,57506968.95893064
Bentayga,Bentley,2023,ICE,8.0,4.0,Automatic (S8),45905,6000.0,17.0,0.0,0.0,21.0289,0.0,0.0,0.0,14.4974,18.3,29.6,0.0,60000.0,9439980.373046502,11008180.373046502,87574576.17514914,98582756.54819565
Bentayga EWB,Bentley,2023,ICE,8.0,4.0,Automatic (S8),45906,6000.0,17.0,0.0,0.0,21.0289,0.0,0.0,0.0,14.4974,18.3,29.6,0.0,60000.0,9439980.373046502,11008180.373046502,87574576.17514914,98582756.54819565
Bentayga Speed,Bentley,2023,ICE,12.0,6.0,Automatic (S8),45907,6000.0,14.0,0.0,0.0,18.5337,0.0,0.0,0.0,12.2026,14.9,25.5,0.0,60000.0,9439980.373046502,11008180.373046502,101002855.96700732,112011036.34005383
Corvette Z06,Chevrolet,2023,ICE,8.0,5.5,Automatic (S8),45908,3937.5,15.0,0.0,0.0,20.5777,0.0,0.0,0.0,12.1541,14.3,25.4,0.0,60000.0,6194987.119811767,7763187.119811767,94370194.22079362,102133381.3406054
Corvette Z06 Carbon Aero,Chevrolet,2023,ICE,8.0,5.5,Automatic (S8),45909,3937.5,14.0,0.0,0.0,18.5718,0.0,0.0,0.0,11.7738,13.8,23.5,0.0,60000.0,6194987.119811767,7763187.119811767,102122776.82157199,109885963.94138376
718 Boxster,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45910,3625.0,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.3942,27.2,38.3,0.0,60000.0,5703321.475382263,7271521.475382263,64670964.72897346,71942486.20435573
718 Cayman,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45911,3625.0,24.0,0.0,0.0,27.0344,0.0,0.0,0.0,21.3942,27.2,38.3,0.0,60000.0,5703321.475382263,7271521.475382263,64670964.72897346,71942486.20435573
718 Boxster S,Porsche,2023,ICE,4.0,2.5,Manual 6-spd,45912,3625.0,21.0,0.0,0.0,24.431,0.0,0.0,0.0,18.7801,23.600000000000005,34.3,0.0,60000.0,5703321.475382263,7271521.475382263,72377244.34218693,79648765.8175692
718 Boxster S,Porsche,2023,ICE,4.0,2.5,Automatic (AM-S7),45913,3625.0,22.0,0.0,0.0,25.478,0.0,0.0,0.0,19.22,24.2,35.9,0.0,60000.0,5703321.475382263,7271521.475382263,69905877.26536609,77177398.74074836
718 Cayman S,Porsche,2023,ICE,4.0,2.5,Manual 6-spd,45914,3625.0,21.0,0.0,0.0,24.431,0.0,0.0,0.0,18.7801,23.600000000000005,34.3,0.0,60000.0,5703321.475382263,7271521.475382263,72377244.34218693,79648765.8175692
718 Cayman S,Porsche,2023,ICE,4.0,2.5,Automatic (AM-S7),45915,3625.0,22.0,0.0,0.0,25.478,0.0,0.0,0.0,19.22,24.2,35.9,0.0,60000.0,5703321.475382263,7271521.475382263,69905877.26536609,77177398.74074836
718 Boxster T,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,45916,3625.0,22.0,0.0,0.0,26.3231,0.0,0.0,0.0,20.0948,25.399999999999995,37.2,0.0,60000.0,5703321.475382263,7271521.475382263,67354396.92368719,74625918.39906946
718 Boxster T,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45917,3625.0,23.0,0.0,0.0,26.9699,0.0,0.0,0.0,20.9627,26.600000000000005,38.2,0.0,60000.0,5703321.475382263,7271521.475382263,65282984.96785301,72554506.44323528
718 Cayman T,Porsche,2023,ICE,4.0,2.0,Manual 6-spd,45918,3625.0,22.0,0.0,0.0,26.3231,0.0,0.0,0.0,20.0948,25.399999999999995,37.2,0.0,60000.0,5703321.475382263,7271521.475382263,67354396.92368719,74625918.39906946
718 Cayman T,Porsche,2023,ICE,4.0,2.0,Automatic (AM-S7),45919,3625.0,23.0,0.0,0.0,26.9699,0.0,0.0,0.0,20.9627,26.600000000000005,38.2,0.0,60000.0,5703321.475382263,7271521.475382263,65282984.96785301,72554506.44323528
IS 300 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),45924,4000.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7,0.0,60000.0,6293320.248697667,7861520.248697667,69033481.15120585,76895001.39990352
IS 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),45925,4000.0,23.0,0.0,0.0,27.8704,0.0,0.0,0.0,20.0221,25.3,39.6,0.0,60000.0,6293320.248697667,7861520.248697667,65089847.77924344,72951368.02794111
IS 350 AWD,Lexus,2023,ICE,6.0,3.5,Automatic (S6),45926,4000.0,22.0,0.0,0.0,25.9987,0.0,0.0,0.0,19.22,24.2,36.7,0.0,60000.0,6293320.248697667,7861520.248697667,69033481.15120585,76895001.39990352
IS 500,Lexus,2023,ICE,8.0,5.0,Automatic (S8),45927,4000.0,20.0,0.0,0.0,25.426,0.0,0.0,0.0,16.6322,20.7,34.6,0.0,60000.0,6293320.248697667,7861520.248697667,73790837.76961811,81652358.01831578
IS 300,Lexus,2023,ICE,4.0,2.0,Automatic (S8),45928,4000.0,25.0,0.0,0.0,31.1035,0.0,0.0,0.0,21.3224,27.1,44.7,0.0,60000.0,6293320.248697667,7861520.248697667,59328878.1123365,67190398.36103417
Corolla Hybrid,Toyota,2023,HEV,4.0,1.8,Automatic (variable gear ratios),45929,3442.1428571428573,47.0,0.0,0.0,43.0,0.0,0.0,0.0,50.3846,70.8,64.2,0.0,60000.0,4830945.583719935,6399145.583719935,34198942.34125674,40598087.92497668
Corolla Hybrid AWD,Toyota,2023,HEV,4.0,1.8,Automatic (variable gear ratios),45930,3442.1428571428573,44.0,0.0,0.0,41.0,0.0,0.0,0.0,47.0,65.5,61.0,0.0,60000.0,4830945.583719935,6399145.583719935,36251716.24713959,42650861.83085953
Corolla,Toyota,2023,ICE,4.0,2.0,Automatic (AV-S10),45931,3442.1428571428573,35.0,0.0,0.0,41.0,0.0,0.0,0.0,32.0,43.5,62.69939999999999,0.0,60000.0,5415626.835441798,6983826.835441798,42874154.26251691,49857981.09795871
Elantra N,Hyundai,2023,ICE,4.0,2.0,Automatic (AM-S8),45933,3339.798850574713,23.0,0.0,0.0,29.6202,0.0,0.0,0.0,19.5079,23.6938,38.6752,0.0,60000.0,5254605.93322476,6822805.93322476,63191909.42519574,70014715.35842049
Elantra N,Hyundai,2023,ICE,4.0,2.0,Manual 6-spd,45934,3339.798850574713,25.0,0.0,0.0,30.7233,0.0,0.0,0.0,21.6676,26.4,42.1,0.0,60000.0,5254605.93322476,6822805.93322476,59448590.12238522,66271396.05560998
ES 350,Lexus,2023,ICE,6.0,3.5,Automatic (S8),45935,4000.0,26.0,0.0,0.0,32.1182,0.0,0.0,0.0,21.822099999999995,27.7974,46.3248,0.0,60000.0,6293320.248697667,7861520.248697667,57638806.394261874,65500326.64295954
ES 350 F Sport,Lexus,2023,ICE,6.0,3.5,Automatic (S8),45936,4000.0,25.0,0.0,0.0,31.1662,0.0,0.0,0.0,21.6093,27.5,44.79999999999999,0.0,60000.0,6293320.248697667,7861520.248697667,58967612.665939465,66829132.91463713
Maxima,Nissan,2023,ICE,6.0,3.5,Automatic (AV-S7),45943,3937.5,24.0,0.0,0.0,29.9667,0.0,0.0,0.0,20.0,27.2427,42.8936,0.0,60000.0,6194987.119811767,7763187.119811767,62170142.987012036,69933330.1068238
Altima,Nissan,2023,ICE,4.0,2.5,Automatic (variable gear ratios),45944,3666.6666666666665,32.0,0.0,0.0,38.646,0.0,0.0,0.0,27.4437,35.864,57.0644,0.0,60000.0,5768876.89463953,7337076.89463953,47141843.47461752,54478920.36925705
Altima AWD,Nissan,2023,ICE,4.0,2.5,Automatic (variable gear ratios),45945,3666.6666666666665,30.0,0.0,0.0,35.6102,0.0,0.0,0.0,26.1125,33.9163,52.0071,0.0,60000.0,5768876.89463953,7337076.89463953,50554892.762324505,57891969.656964034
Altima SL/SR,Nissan,2023,ICE,4.0,2.5,Automatic (variable gear ratios),45946,3666.6666666666665,31.0,0.0,0.0,37.4747,0.0,0.0,0.0,27.1962,35.5,55.1,0.0,60000.0,5768876.89463953,7337076.89463953,48226183.90760859,55563260.80224812
Altima SR,Nissan,2023,ICE,4.0,2.0,Automatic (AV-S8),45947,3666.6666666666665,29.0,0.0,0.0,33.8035,0.0,0.0,0.0,25.4106,32.8988,49.0495,0.0,60000.0,5768876.89463953,7337076.89463953,52759719.30976752,60096796.20440705
Sienna 2WD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45948,5062.5,36.0,0.0,0.0,36.3698,0.0,0.0,0.0,35.7632,48.6406,49.6305,0.0,60000.0,7105068.857566932,8673268.857566932,43887510.34370609,52560779.20127302
Sienna AWD,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45949,5062.5,35.0,0.0,0.0,35.6386,0.0,0.0,0.0,34.5397,47.0,48.5008,0.0,60000.0,7105068.857566932,8673268.857566932,45077274.00577536,53750542.86334229
CR-V FWD,Honda,2023,ICE,4.0,1.5,Automatic (variable gear ratios),45950,3977.678571428572,30.0,0.0,0.0,33.7689,0.0,0.0,0.0,27.9688,36.6388,48.9932,0.0,60000.0,6258201.274095562,7826401.274095562,50842689.8228449,58669091.096940465
Telluride FWD,Kia,2023,ICE,6.0,3.8,Automatic (S8),45951,4700.0,23.0,0.0,0.0,26.4527,0.0,0.0,0.0,20.0948,25.4,37.4,0.0,60000.0,7394651.29221976,8962851.292219762,67150891.76697937,76113743.05919912
