Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08,rangeHwyA,RangeHwy,Range,city08,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
Focus,Ford,2000,ICE,4.0,2.0,Manual 5-spd,105,3005.208333333333,27.0,0.0,0.0,32.0,0.0,0.0,0.0,24.0,30.5,45.0,0.0,60000.0,4728184.61393041,6296384.61393041,70782619.49693154,77079004.11086194
Accent/Brio,Hyundai,2000,ICE,4.0,1.5,Automatic 4-spd,106,2694.4444444444443,26.0,0.0,0.0,31.0,0.0,0.0,0.0,23.0,28.853,44.2257,0.0,60000.0,4239250.44530329,5807450.44530329,73365926.77784146,79173377.22314475
Accent/Brio,Hyundai,2000,ICE,4.0,1.5,Manual 5-spd,107,2694.4444444444443,28.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,31.2626,46.1027,0.0,60000.0,4239250.44530329,5807450.44530329,69437871.97626445,75245322.42156774
Elantra,Hyundai,2000,ICE,4.0,2.0,Automatic 4-spd,108,3031.25,22.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,24.0609,39.5619,0.0,60000.0,4769156.750966202,6337356.750966202,83934296.18842822,90271652.93939443
Elantra,Hyundai,2000,ICE,4.0,2.0,Manual 5-spd,109,3031.25,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,26.7342,42.5883,0.0,60000.0,4769156.750966202,6337356.750966202,77465371.62669966,83802728.37766586
G20,Infiniti,2000,ICE,4.0,2.0,Automatic 4-spd,110,3375.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,25.5499,39.0,0.0,60000.0,5309988.959838658,6878188.959838658,82386327.61118262,89264516.57102127
G20,Infiniti,2000,ICE,4.0,2.0,Manual 5-spd,111,3375.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,26.2,40.1,0.0,60000.0,5309988.959838658,6878188.959838658,79142771.40601796,86020960.36585662
ES 300,Lexus,2000,ICE,6.0,3.0,Automatic 4-spd,112,3750.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,21.1709,33.7,0.0,60000.0,5899987.733154065,7468187.733154065,96413735.9094895,103881923.64264356
Cougar,Mercury,2000,ICE,4.0,2.0,Manual 5-spd,113,3437.5,25.0,0.0,0.0,31.0,0.0,0.0,0.0,21.0,26.9697,43.1192,0.0,60000.0,5408322.08872456,6976522.08872456,75857599.76274928,82834121.85147384
Cougar,Mercury,2000,ICE,6.0,2.5,Automatic 4-spd,114,3437.5,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.5,36.3,0.0,60000.0,5408322.08872456,6976522.08872456,89742249.71932393,96718771.80804849
Cougar,Mercury,2000,ICE,6.0,2.5,Manual 5-spd,115,3437.5,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.1932,36.8932,0.0,60000.0,5408322.08872456,6976522.08872456,89742249.71932393,96718771.80804849
Mystique,Mercury,2000,ICE,4.0,2.0,Automatic 4-spd,116,3225.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,24.3991,39.8356,0.0,60000.0,5073989.450512495,6642189.450512495,83934296.18842822,90576485.63894072
Mystique,Mercury,2000,ICE,4.0,2.0,Manual 5-spd,117,3225.0,25.0,0.0,0.0,31.0,0.0,0.0,0.0,21.0,26.9697,43.1192,0.0,60000.0,5073989.450512495,6642189.450512495,75857599.76274928,82499789.21326178
Mystique,Mercury,2000,ICE,6.0,2.5,Automatic 4-spd,118,3225.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.5,36.3,0.0,60000.0,5073989.450512495,6642189.450512495,89742249.71932393,96384439.16983643
Mystique,Mercury,2000,ICE,6.0,2.5,Manual 5-spd,119,3225.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.1932,36.8932,0.0,60000.0,5073989.450512495,6642189.450512495,89742249.71932393,96384439.16983643
Millenia,Mazda,2000,ICE,6.0,2.3,Automatic 4-spd,120,3687.5,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.7,35.3,0.0,60000.0,5801654.604268163,7369854.604268163,93935812.79032038,101305667.39458854
Millenia,Mazda,2000,ICE,6.0,2.5,Automatic 4-spd,121,3687.5,20.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,21.7,34.0,0.0,60000.0,5801654.604268163,7369854.604268163,96413735.9094895,103783590.51375766
Protege,Mazda,2000,ICE,4.0,1.6,Automatic 4-spd,122,2845.5882352941176,26.0,0.0,0.0,30.0,0.0,0.0,0.0,23.0,29.1449,41.9898,0.0,60000.0,4477049.515158083,6045249.515158083,74868766.99116781,80914016.5063259
Protege,Mazda,2000,ICE,4.0,1.6,Manual 5-spd,123,2845.5882352941176,27.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,32.0857,43.9236,0.0,60000.0,4477049.515158083,6045249.515158083,71032734.76017159,77077984.27532968
Protege,Mazda,2000,ICE,4.0,1.8,Automatic 4-spd,124,2845.5882352941176,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,26.2549,37.2449,0.0,60000.0,4477049.515158083,6045249.515158083,82725365.99641383,88770615.51157191
Protege,Mazda,2000,ICE,4.0,1.8,Manual 5-spd,125,2845.5882352941176,25.0,0.0,0.0,28.0,0.0,0.0,0.0,22.0,28.5,38.7549,0.0,60000.0,4477049.515158083,6045249.515158083,79455588.6843026,85500838.19946069
Altima,Nissan,2000,ICE,4.0,2.4,Automatic 4-spd,126,3339.285714285714,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,23.2241,35.7483,0.0,60000.0,5253798.600475285,6821998.600475285,89742249.71932393,96564248.31979921
Altima,Nissan,2000,ICE,4.0,2.4,Manual 5-spd,127,3339.285714285714,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,26.1,39.7,0.0,60000.0,5253798.600475285,6821998.600475285,80894422.28220749,87716420.88268277
Sentra,Nissan,2000,ICE,4.0,1.8,Automatic 4-spd,128,2923.076923076923,26.0,0.0,0.0,30.0,0.0,0.0,0.0,23.0,29.0701,42.6051,0.0,60000.0,4598964.797125219,6167164.797125219,74868766.99116781,81035931.78829303
Sentra,Nissan,2000,ICE,4.0,1.8,Manual 5-spd,129,2923.076923076923,26.0,0.0,0.0,32.0,0.0,0.0,0.0,23.0,29.6351,44.6294,0.0,60000.0,4598964.797125219,6167164.797125219,71922232.333197,78089397.13032222
Sentra,Nissan,2000,ICE,4.0,2.0,Automatic 4-spd,130,2923.076923076923,23.0,0.0,0.0,27.0,0.0,0.0,0.0,21.0,26.5499,38.2,0.0,60000.0,4598964.797125219,6167164.797125219,82725365.99641383,88892530.79353905
Sentra,Nissan,2000,ICE,4.0,2.0,Manual 5-spd,131,2923.076923076923,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,26.3,39.3,0.0,60000.0,4598964.797125219,6167164.797125219,80894422.28220749,87061587.07933271
Neon,Plymouth,2000,ICE,4.0,2.0,Automatic 3-spd,132,2875.0,24.0,0.0,0.0,28.0,0.0,0.0,0.0,22.0,27.5,39.7,0.0,60000.0,4523323.92875145,6091523.92875145,79455588.6843026,85547112.61305405
Neon,Plymouth,2000,ICE,4.0,2.0,Manual 5-spd,133,2875.0,27.0,0.0,0.0,31.0,0.0,0.0,0.0,24.0,31.4,44.3,0.0,60000.0,4523323.92875145,6091523.92875145,72180480.92326234,78272004.8520138
SL,Saturn,2000,ICE,4.0,1.9,Automatic 4-spd,134,2687.5,27.0,0.0,0.0,34.0,0.0,0.0,0.0,23.0,29.8,48.4,0.0,60000.0,4228324.542093746,5796524.542093746,69198843.15706906,74995367.69916281
SL,Saturn,2000,ICE,4.0,1.9,Manual 5-spd,135,2687.5,29.0,0.0,0.0,36.0,0.0,0.0,0.0,25.0,32.2,51.5,0.0,60000.0,4228324.542093746,5796524.542093746,64741590.77980213,70538115.32189587
Camry Solara,Toyota,2000,ICE,4.0,2.2,Automatic 4-spd,136,3639.5833333333335,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,25.2733,39.0956,0.0,60000.0,5726265.872122306,7294465.872122306,82386327.61118262,89680793.48330492
Camry Solara,Toyota,2000,ICE,4.0,2.2,Manual 5-spd,137,3639.5833333333335,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,26.0,40.5859,0.0,60000.0,5726265.872122306,7294465.872122306,79142771.40601796,86437237.27814026
Camry Solara,Toyota,2000,ICE,6.0,3.0,Automatic 4-spd,138,3639.5833333333335,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.6364,34.6852,0.0,60000.0,5726265.872122306,7294465.872122306,93935812.79032038,101230278.66244268
Camry Solara,Toyota,2000,ICE,6.0,3.0,Manual 5-spd,139,3639.5833333333335,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.2387,35.5683,0.0,60000.0,5726265.872122306,7294465.872122306,89742249.71932393,97036715.59144624
Corolla,Toyota,2000,ICE,4.0,1.8,Automatic 3-spd,140,2812.5,26.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,30.9,41.4,0.0,60000.0,4424990.799865548,5993190.799865548,75148650.2322563,81141841.03212184
Corolla,Toyota,2000,ICE,4.0,1.8,Automatic 4-spd,141,2812.5,28.0,0.0,0.0,34.0,0.0,0.0,0.0,25.0,31.8493,47.3444,0.0,60000.0,4424990.799865548,5993190.799865548,67119412.14400187,73112602.94386742
Corolla,Toyota,2000,ICE,4.0,1.8,Manual 5-spd,142,2812.5,30.0,0.0,0.0,34.0,0.0,0.0,0.0,27.0,34.4,48.6,0.0,60000.0,4424990.799865548,5993190.799865548,65161309.35860149,71154500.15846704
Echo,Toyota,2000,ICE,4.0,1.5,Automatic 4-spd,143,2450.0,30.0,0.0,0.0,34.0,0.0,0.0,0.0,26.0,34.1,48.7438,0.0,60000.0,3854658.652327322,5422858.652327322,66125868.214238666,71548726.86656599
Echo,Toyota,2000,ICE,4.0,1.5,Manual 5-spd,144,2450.0,32.0,0.0,0.0,37.0,0.0,0.0,0.0,29.0,37.6,52.6,0.0,60000.0,3854658.652327322,5422858.652327322,60186418.9734388,65609277.62576612
Jetta,Volkswagen,2000,ICE,4.0,1.8,Automatic 4-spd,145,3250.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,24.419699999999995,35.7,0.0,60000.0,5113322.7020668555,6681522.7020668555,87974896.88021252,94656419.58227937
Jetta,Volkswagen,2000,ICE,4.0,1.8,Manual 5-spd,146,3250.0,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,26.8818,39.3,0.0,60000.0,5113322.7020668555,6681522.7020668555,80894422.28220749,87575944.98427434
Jetta,Volkswagen,2000,ICE,4.0,1.9,Automatic 4-spd,147,3250.0,33.0,0.0,0.0,40.0,0.0,0.0,0.0,29.0,37.8549,57.4406,0.0,60000.0,5113322.7020668555,6681522.7020668555,57353106.81063784,64034629.51270469
Jetta,Volkswagen,2000,ICE,4.0,1.9,Manual 5-spd,148,3250.0,38.0,0.0,0.0,44.0,0.0,0.0,0.0,35.0,46.4977,62.9432,0.0,60000.0,5113322.7020668555,6681522.7020668555,50318558.040371865,57000080.74243872
Jetta,Volkswagen,2000,ICE,4.0,2.0,Automatic 4-spd,149,3250.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,24.4999,35.6731,0.0,60000.0,5113322.7020668555,6681522.7020668555,87974896.88021252,94656419.58227937
Jetta,Volkswagen,2000,ICE,4.0,2.0,Manual 5-spd,150,3250.0,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,26.7103,39.2215,0.0,60000.0,5113322.7020668555,6681522.7020668555,80894422.28220749,87575944.98427434
Jetta,Volkswagen,2000,ICE,6.0,2.8,Automatic 4-spd,151,3250.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,20.7,32.8,0.0,60000.0,5113322.7020668555,6681522.7020668555,96413735.9094895,103095258.61155635
Jetta,Volkswagen,2000,ICE,6.0,2.8,Manual 5-spd,152,3250.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,21.600000000000005,36.0,0.0,60000.0,5113322.7020668555,6681522.7020668555,91582068.05069959,98263590.75276645
C70 Coupe,Volvo,2000,ICE,5.0,2.3,Automatic 4-spd,153,3841.666666666667,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.1508,34.9479,0.0,60000.0,6044209.655520053,7612409.655520053,93935812.79032038,101548222.44584043
C70 Coupe,Volvo,2000,ICE,5.0,2.3,Manual 5-spd,154,3841.666666666667,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.4558,35.1601,0.0,60000.0,6044209.655520053,7612409.655520053,92001207.95024513,99613617.60576518
C70 Coupe,Volvo,2000,ICE,5.0,2.4,Automatic 4-spd,155,3841.666666666667,20.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,21.5475,34.0585,0.0,60000.0,6044209.655520053,7612409.655520053,96413735.9094895,104026145.56500955
S40 FWD,Volvo,2000,ICE,4.0,1.9,Automatic 4-spd,156,3375.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,23.5962,36.1997,0.0,60000.0,5309988.959838658,6878188.959838658,87974896.88021252,94853085.84005117
A6,Audi,2000,ICE,6.0,2.8,Automatic 5-spd,157,4077.932098765432,18.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,19.377,32.854,0.0,60000.0,6415933.1624936685,7984133.1624936685,98540509.49572822,106524642.6582219
A6 quattro,Audi,2000,ICE,6.0,2.7,Automatic 5-spd,158,4077.932098765432,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,19.1201,30.3657,0.0,60000.0,6415933.1624936685,7984133.1624936685,106643310.01129209,114627443.17378575
A6 quattro,Audi,2000,ICE,6.0,2.7,Manual 6-spd,159,4077.932098765432,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,19.1499,30.5937,0.0,60000.0,6415933.1624936685,7984133.1624936685,106643310.01129209,114627443.17378575
A6 quattro,Audi,2000,ICE,6.0,2.8,Automatic 5-spd,160,4077.932098765432,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.9958,30.5555,0.0,60000.0,6415933.1624936685,7984133.1624936685,106643310.01129209,114627443.17378575
A6 quattro,Audi,2000,ICE,6.0,2.8,Manual 5-spd,161,4077.932098765432,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,20.1,30.2,0.0,60000.0,6415933.1624936685,7984133.1624936685,104156807.96439669,112140941.12689036
A6 quattro,Audi,2000,ICE,8.0,4.2,Automatic 5-spd,162,4077.932098765432,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.8237,30.3997,0.0,60000.0,6415933.1624936685,7984133.1624936685,106643310.01129209,114627443.17378575
A8 quattro,Audi,2000,ICE,8.0,4.2,Automatic 5-spd,163,4500.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.8237,30.3997,0.0,60000.0,7079985.279784877,8648185.279784877,106643310.01129209,115291495.29107696
Regal,Buick,2000,ICE,6.0,3.8,Automatic 4-spd,164,3833.3333333333335,21.0,0.0,0.0,27.0,0.0,0.0,0.0,17.0,21.8,37.6,0.0,60000.0,6031098.571668599,7599298.571668599,89343395.27612694,96942693.84779553
Catera,Cadillac,2000,ICE,6.0,3.0,Automatic 4-spd,165,4250.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.9,31.3499,0.0,60000.0,6686652.7642412735,8254852.7642412735,101270851.06865774,109525703.83289902
Malibu,Chevrolet,2000,ICE,4.0,2.4,Automatic 4-spd,166,3375.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,24.5,39.1,0.0,60000.0,5309988.959838658,6878188.959838658,83934296.18842822,90812485.14826688
Malibu,Chevrolet,2000,ICE,6.0,3.1,Automatic 4-spd,167,3375.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,22.3856,38.1033,0.0,60000.0,5309988.959838658,6878188.959838658,87591563.99620287,94469752.95604153
Leganza,Daewoo,2000,ICE,4.0,2.2,Automatic 4-spd,168,3500.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.1,35.7,0.0,60000.0,5506655.217610461,7074855.217610461,89742249.71932393,96817104.9369344
Leganza,Daewoo,2000,ICE,4.0,2.2,Manual 5-spd,169,3500.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,22.7,37.5,0.0,60000.0,5506655.217610461,7074855.217610461,87591563.99620287,94666419.21381333
Stratus,Dodge,2000,ICE,4.0,2.0,Automatic 4-spd,170,3402.777777777778,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,23.7,37.2,0.0,60000.0,5353692.5726768365,6921892.5726768365,85907110.84242973,92829003.41510656
Stratus,Dodge,2000,ICE,4.0,2.4,Automatic 4-spd,171,3402.777777777778,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,21.9,35.5955,0.0,60000.0,5353692.5726768365,6921892.5726768365,91582068.05069959,98503960.62337643
Stratus,Dodge,2000,ICE,6.0,2.5,Automatic 4-spd,172,3402.777777777778,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.6,34.9,0.0,60000.0,5353692.5726768365,6921892.5726768365,93935812.79032038,100857705.36299722
Accord,Honda,2000,ICE,4.0,2.3,Automatic 4-spd,173,3430.555555555556,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,25.19,38.8049,0.0,60000.0,5397396.185515014,6965596.185515014,82386327.61118262,89351923.79669763
Accord,Honda,2000,ICE,4.0,2.3,Manual 5-spd,174,3430.555555555556,24.0,0.0,0.0,29.0,0.0,0.0,0.0,22.0,27.5266,40.3081,0.0,60000.0,5397396.185515014,6965596.185515014,77765044.24421106,84730640.42972608
Accord,Honda,2000,ICE,6.0,3.0,Automatic 4-spd,175,3430.555555555556,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.6868,35.269,0.0,60000.0,5397396.185515014,6965596.185515014,92001207.95024513,98966804.13576014
Sonata,Hyundai,2000,ICE,4.0,2.4,Automatic 4-spd,176,3500.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.7942,35.9413,0.0,60000.0,5506655.217610461,7074855.217610461,89742249.71932393,96817104.9369344
Sonata,Hyundai,2000,ICE,4.0,2.4,Manual 5-spd,177,3500.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,23.8472,37.5278,0.0,60000.0,5506655.217610461,7074855.217610461,85907110.84242973,92981966.06004019
Sonata,Hyundai,2000,ICE,6.0,2.5,Automatic 4-spd,178,3500.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.0,35.2,0.0,60000.0,5506655.217610461,7074855.217610461,92001207.95024513,99076063.16785559
Sonata,Hyundai,2000,ICE,6.0,2.5,Manual 5-spd,179,3500.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.7,36.5,0.0,60000.0,5506655.217610461,7074855.217610461,89742249.71932393,96817104.9369344
I30,Infiniti,2000,ICE,6.0,3.0,Automatic 4-spd,180,3750.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.9,35.4,0.0,60000.0,5899987.733154065,7468187.733154065,93935812.79032038,101404000.52347444
Q45,Infiniti,2000,ICE,8.0,4.1,Automatic 4-spd,181,4250.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.4866,29.7065,0.0,60000.0,6686652.7642412735,8254852.7642412735,107212074.33135234,115466927.09559362
GS 300/GS 400,Lexus,2000,ICE,6.0,3.0,Automatic 5-spd,182,4000.0,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,21.1072,31.3079,0.0,60000.0,6293320.248697667,7861520.248697667,99025930.72477123,106887450.9734689
GS 300/GS 400,Lexus,2000,ICE,8.0,4.0,Automatic 5-spd,183,4000.0,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,19.3693,30.8508,0.0,60000.0,6293320.248697667,7861520.248697667,104156807.96439669,112018328.21309435
LS 400,Lexus,2000,ICE,8.0,4.0,Automatic 5-spd,184,3841.6666666666665,19.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,20.4467,31.7186,0.0,60000.0,6044209.655520053,7612409.655520053,101270851.06865774,108883260.7241778
LS,Lincoln,2000,ICE,6.0,3.0,Automatic 5-spd,185,3841.6666666666665,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.4959,31.7563,0.0,60000.0,6044209.655520053,7612409.655520053,101270851.06865774,108883260.7241778
LS,Lincoln,2000,ICE,6.0,3.0,Manual 5-spd,186,3841.6666666666665,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0,18.8,31.5,0.0,60000.0,6044209.655520053,7612409.655520053,103619917.20169362,111232326.85721368
LS,Lincoln,2000,ICE,8.0,3.9,Automatic 5-spd,187,3841.6666666666665,17.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.3466,30.3987,0.0,60000.0,6044209.655520053,7612409.655520053,106643310.01129209,114255719.66681214
Sable,Mercury,2000,ICE,6.0,3.0,Automatic 4-spd,188,3825.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,21.6995,35.8,0.0,60000.0,6017987.487817145,7586187.487817145,91582068.05069959,99168255.53851673
626,Mazda,2000,ICE,4.0,2.0,Automatic 4-spd,189,3281.25,22.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,24.1759,35.4,0.0,60000.0,5162489.266509807,6730689.266509807,90144681.33241506,96875370.59892486
626,Mazda,2000,ICE,4.0,2.0,Manual 5-spd,190,3281.25,25.0,0.0,0.0,29.0,0.0,0.0,0.0,23.0,29.0759,41.276,0.0,60000.0,5162489.266509807,6730689.266509807,76434463.6392721,83165152.9057819
626,Mazda,2000,ICE,6.0,2.5,Automatic 4-spd,191,3281.25,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.3759,33.9,0.0,60000.0,5162489.266509807,6730689.266509807,94376825.99590872,101107515.26241852
626,Mazda,2000,ICE,6.0,2.5,Manual 5-spd,192,3281.25,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,23.5273,34.4,0.0,60000.0,5162489.266509807,6730689.266509807,90144681.33241506,96875370.59892486
Diamante,Mitsubishi,2000,ICE,6.0,3.5,Automatic 4-spd,193,3875.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.3386,31.5393,0.0,60000.0,6096653.990925865,7664853.990925865,101270851.06865774,108935705.0595836
Maxima,Nissan,2000,ICE,6.0,3.0,Automatic 4-spd,194,3625.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.0,35.5538,0.0,60000.0,5703321.475382263,7271521.475382263,89742249.71932393,97013771.1947062
Maxima,Nissan,2000,ICE,6.0,3.0,Manual 5-spd,195,3625.0,21.0,0.0,0.0,25.0,0.0,0.0,0.0,19.0,23.8,35.0,0.0,60000.0,5703321.475382263,7271521.475382263,90144681.33241506,97416202.80779733
Intrigue,Oldsmobile,2000,ICE,6.0,3.5,Automatic 4-spd,196,3750.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,20.9,35.6,0.0,60000.0,5899987.733154065,7468187.733154065,91582068.05069959,99050255.78385365
Breeze,Plymouth,2000,ICE,4.0,2.0,Automatic 4-spd,197,3375.0,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,23.7,37.2,0.0,60000.0,5309988.959838658,6878188.959838658,85907110.84242973,92785299.80226839
Breeze,Plymouth,2000,ICE,4.0,2.0,Manual 5-spd,198,3375.0,27.0,0.0,0.0,34.0,0.0,0.0,0.0,23.0,29.4,47.4,0.0,60000.0,5309988.959838658,6878188.959838658,69198843.15706906,76077032.11690772
Breeze,Plymouth,2000,ICE,4.0,2.4,Automatic 4-spd,199,3375.0,20.0,0.0,0.0,26.0,0.0,0.0,0.0,17.0,21.9,35.5955,0.0,60000.0,5309988.959838658,6878188.959838658,91582068.05069959,98460257.01053825
LS,Saturn,2000,ICE,4.0,2.2,Automatic 4-spd,200,3841.6666666666665,23.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,25.296399999999995,40.8499,0.0,60000.0,6044209.655520053,7612409.655520053,80570196.14079584,88182605.7963159
LS,Saturn,2000,ICE,4.0,2.2,Manual 5-spd,201,3841.6666666666665,24.0,0.0,0.0,30.0,0.0,0.0,0.0,21.0,26.8,41.5,0.0,60000.0,6044209.655520053,7612409.655520053,77465371.62669966,85077781.28221971
LS,Saturn,2000,ICE,6.0,3.0,Automatic 4-spd,202,3841.6666666666665,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.2,33.6,0.0,60000.0,6044209.655520053,7612409.655520053,94376825.99590872,101989235.65142877
Camry,Toyota,2000,ICE,4.0,2.2,Automatic 4-spd,203,3639.5833333333335,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.0,25.2733,39.0956,0.0,60000.0,5726265.872122306,7294465.872122306,82386327.61118262,89680793.48330492
Camry,Toyota,2000,ICE,4.0,2.2,Manual 5-spd,204,3639.5833333333335,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,26.0,40.5859,0.0,60000.0,5726265.872122306,7294465.872122306,79142771.40601796,86437237.27814026
Camry,Toyota,2000,ICE,6.0,3.0,Automatic 4-spd,205,3639.5833333333335,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.6364,34.6852,0.0,60000.0,5726265.872122306,7294465.872122306,93935812.79032038,101230278.66244268
Camry,Toyota,2000,ICE,6.0,3.0,Manual 5-spd,206,3639.5833333333335,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.2387,35.5683,0.0,60000.0,5726265.872122306,7294465.872122306,89742249.71932393,97036715.59144624
Passat,Volkswagen,2000,ICE,4.0,1.8,Automatic 5-spd,207,3748.0392156862745,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,22.335,37.7468,0.0,60000.0,5896902.77224784,7465102.77224784,87591563.99620287,95056666.7684507
Passat,Volkswagen,2000,ICE,4.0,1.8,Manual 5-spd,208,3748.0392156862745,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,26.5698,40.0699,0.0,60000.0,5896902.77224784,7465102.77224784,79142771.40601796,86607874.1782658
Passat,Volkswagen,2000,ICE,6.0,2.8,Automatic 5-spd,209,3748.0392156862745,19.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,19.9413,33.4928,0.0,60000.0,5896902.77224784,7465102.77224784,98540509.49572822,106005612.26797606
Passat,Volkswagen,2000,ICE,6.0,2.8,Manual 5-spd,210,3748.0392156862745,21.0,0.0,0.0,26.0,0.0,0.0,0.0,18.0,22.0,36.8,0.0,60000.0,5896902.77224784,7465102.77224784,89742249.71932393,97207352.49157177
Passat 4motion,Volkswagen,2000,ICE,6.0,2.8,Automatic 5-spd,211,3748.0392156862745,18.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,19.0576,30.3493,0.0,60000.0,5896902.77224784,7465102.77224784,106643310.01129209,114108412.78353992
S70,Volvo,2000,ICE,5.0,2.3,Automatic 4-spd,212,3608.3333333333335,20.0,0.0,0.0,25.0,0.0,0.0,0.0,17.0,21.1508,34.9479,0.0,60000.0,5677099.307679356,7245299.307679356,93935812.79032038,101181112.09799974
S70,Volvo,2000,ICE,5.0,2.3,Manual 5-spd,213,3608.3333333333335,21.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.4558,35.1601,0.0,60000.0,5677099.307679356,7245299.307679356,92001207.95024513,99246507.25792448
S70,Volvo,2000,ICE,5.0,2.4,Automatic 4-spd,214,3608.3333333333335,20.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,21.5475,34.0585,0.0,60000.0,5677099.307679356,7245299.307679356,96413735.9094895,103659035.21716885
